Id,Pred
2022_1293_1425,0.35632405322497906
2022_1293_1361,0.26390823088979426
2022_1293_1350,0.4713552073551159
2022_1293_1355,0.5555960265836588
2022_1293_1411,0.908677534254772
2022_1293_1394,0.9332828585868376
2022_1293_1437,0.15841228897985501
2022_1293_1397,0.07427184288529895
2022_1293_1326,0.31347259146815337
2022_1293_1371,0.3614886729494567
2022_1293_1395,0.34014361493012957
2022_1293_1412,0.3514935480747731
2022_1293_1460,0.8476948871122038
2022_1293_1403,0.13684610611511572
2022_1293_1353,0.4647804291225008
2022_1293_1323,0.4201880846744321
2022_1293_1308,0.4687239744953099
2022_1293_1436,0.5562479483828857
2022_1314_1345,0.2593800567402242
2022_1314_1417,0.23368167476171822
2022_1314_1388,0.4276840666357135
2022_1314_1400,0.4491837016109533
2022_1314_1362,0.4328627476031371
2022_1314_1439,0.5166216796914218
2022_1314_1461,0.6582244870103467
2022_1314_1463,0.9163921064909132
2022_1314_1389,0.8605600888509677
2022_1314_1458,0.5215657697007623
2022_1314_1344,0.4328627476031371
2022_1314_1425,0.5595851109885588
2022_1314_1361,0.4514236756865474
2022_1314_1350,0.6717539140347865
2022_1314_1355,0.7415692373718271
2022_1314_1411,0.9580502082443234
2022_1314_1394,0.9697950713048722
2022_1314_1437,0.3016915178489139
2022_1314_1397,0.1555109721932807
2022_1314_1326,0.5117226102847923
2022_1314_1371,0.5651093294564995
2022_1314_1395,0.5419459216005575
2022_1314_1412,0.5543723065650656
2022_1314_1460,0.9274032414146002
2022_1314_1403,0.26680321598449447
2022_1314_1353,0.6659049210824799
2022_1314_1323,0.6245326095684884
2022_1314_1436,0.7420749935003297
2022_1266_1345,0.2031902336170808
2022_1266_1417,0.18169317751796307
2022_1266_1388,0.35238170134526964
2022_1266_1400,0.37256010072498613
2022_1266_1293,0.6147935551789805
2022_1266_1314,0.44028320140108695
2022_1266_1362,0.35721768891848193
2022_1266_1439,0.43763426192233906
2022_1266_1461,0.5837317863305891
2022_1266_1463,0.8886501223280342
2022_1266_1389,0.8179722967422748
2022_1266_1313,0.9370405890994697
2022_1266_1458,0.4425144485262448
2022_1266_1344,0.35721768891848193
2022_1266_1425,0.48055938587431407
2022_1266_1361,0.3746778867169982
2022_1266_1274,0.5165233792306406
2022_1266_1350,0.5984109404181174
2022_1266_1355,0.6763089780999249
2022_1266_1411,0.9432752024563303
2022_1266_1394,0.958979571261518
2022_1266_1437,0.2392972767800404
2022_1266_1397,0.11823039780300322
2022_1266_1326,0.4328135462652529
2022_1266_1371,0.4861646444422831
2022_1266_1395,0.4627936195973382
2022_1266_1276,0.47204472595100666
2022_1266_1412,0.475288289837025
2022_1266_1460,0.9029278463913226
2022_1266_1403,0.20946009976274532
2022_1266_1277,0.43309026610579565
2022_1266_1272,0.3719430163650345
2022_1266_1353,0.59204872107576
2022_1266_1323,0.5477420643102225
2022_1266_1308,0.5958699005495363
2022_1266_1436,0.676886802461563
2022_1266_1286,0.8665797355726224
2022_1362_1417,0.2734820909419032
2022_1362_1388,0.479837045821505
2022_1362_1400,0.5016603473355128
2022_1362_1439,0.5688405174729638
2022_1362_1461,0.7039132719085957
2022_1362_1463,0.9311773747045278
2022_1362_1389,0.8839685808556302
2022_1362_1458,0.5736912382798092
2022_1362_1425,0.6106604549659101
2022_1362_1411,0.9657440162718928
2022_1362_1394,0.9753901434130695
2022_1362_1437,0.34781782209617157
2022_1362_1397,0.1852153531360407
2022_1362_1371,0.6159836710081273
2022_1362_1395,0.5935811842983945
2022_1362_1412,0.6056261324454664
2022_1362_1460,0.9403680044912432
2022_1362_1403,0.30996307560607494
2022_1362_1436,0.7802960205343402
2022_1439_1461,0.6303286473192106
2022_1439_1463,0.9065772590887015
2022_1439_1458,0.4911388503769675
2022_1439_1460,0.9187664228871762
2022_1231_1246,0.3348693735928438
2022_1231_1345,0.3185645698783367
2022_1231_1417,0.28929285667138105
2022_1231_1388,0.4993776219835153
2022_1231_1400,0.5211991531123419
2022_1231_1293,0.7452817144477781
2022_1231_1314,0.5905124495891811
2022_1231_1266,0.6349199224978114
2022_1231_1362,0.5046589279435297
2022_1231_1439,0.5879090357034847
2022_1231_1461,0.7199490324561673
2022_1231_1463,0.9360234127157123
2022_1231_1389,0.8917523281032363
2022_1231_1313,0.9646454439221028
2022_1231_1242,0.24418251260930052
2022_1231_1458,0.5926988346583749
2022_1231_1344,0.5046589279435297
2022_1231_1234,0.27666379868709734
2022_1231_1261,0.42469436802570565
2022_1231_1425,0.6290854345932352
2022_1231_1361,0.5234569650753378
2022_1231_1274,0.6619988654406951
2022_1231_1235,0.5977885838021078
2022_1231_1350,0.7320297877172556
2022_1231_1355,0.7929758989728651
2022_1231_1240,0.8886552309259471
2022_1231_1411,0.9682391161606129
2022_1231_1394,0.9771992371557184
2022_1231_1437,0.36576255673775276
2022_1231_1397,0.19730903912051928
2022_1231_1326,0.5831494975198559
2022_1231_1371,0.6343075946040302
2022_1231_1395,0.6123012701295097
2022_1231_1260,0.5708571185780671
2022_1231_1276,0.6210857346774014
2022_1231_1412,0.6241427180261047
2022_1231_1255,0.9326211671568722
2022_1231_1460,0.944605396413456
2022_1231_1403,0.32693382645863855
2022_1231_1277,0.5834234657777214
2022_1231_1272,0.5205401232125589
2022_1231_1353,0.7268180620297354
2022_1231_1323,0.68947131568061
2022_1231_1308,0.7299526782527279
2022_1231_1436,0.7934090777994413
2022_1231_1286,0.9225241366859384
2022_1461_1463,0.8443831831317783
2022_1103_1124,0.038243374951594244
2022_1103_1246,0.049170570988681224
2022_1103_1345,0.045818202003132004
2022_1103_1417,0.040132167793786346
2022_1103_1388,0.09293734417572079
2022_1103_1400,0.10056622242626834
2022_1103_1293,0.23108543890031116
2022_1103_1314,0.12901318287180485
2022_1103_1266,0.15156044756875936
2022_1103_1362,0.09473362634026646
2022_1103_1439,0.12780934893086912
2022_1103_1231,0.08815432140004179
2022_1103_1461,0.2088968689963901
2022_1103_1463,0.6004467299314806
2022_1103_1389,0.45833933948365885
2022_1103_1313,0.7370199684159621
2022_1103_1242,0.032118407583318014
2022_1103_1120,0.04137081102579285
2022_1103_1458,0.1300334610096139
2022_1103_1344,0.09473362634026646
2022_1103_1234,0.03780166156436669
2022_1103_1261,0.07048073491403627
2022_1103_1425,0.14836265360404924
2022_1103_1361,0.1013877202705659
2022_1103_1166,0.1315344256515027
2022_1103_1274,0.16748159331552379
2022_1103_1235,0.13244204353126326
2022_1103_1350,0.2191115949246229
2022_1103_1355,0.28234912751875546
2022_1103_1159,0.46851702537238676
2022_1103_1240,0.45048320578215295
2022_1103_1411,0.7579452376272073
2022_1103_1394,0.8148895785882975
2022_1103_1112,0.02296642403379941
2022_1103_1437,0.05592281464711307
2022_1103_1397,0.024626556457800135
2022_1103_1228,0.07567932789326146
2022_1103_1222,0.024785630965314637
2022_1103_1161,0.10567630678148116
2022_1103_1326,0.12563900906861172
2022_1103_1371,0.15122118999194317
2022_1103_1395,0.13957785335179956
2022_1103_1260,0.12020953359960099
2022_1103_1276,0.14410107815250192
2022_1103_1412,0.14571316892420766
2022_1103_1151,0.3453100914206529
2022_1103_1255,0.5870713871307548
2022_1103_1174,0.5645002190907394
2022_1103_1460,0.6365655905424281
2022_1103_1136,0.6946437418341403
2022_1103_1211,0.01679359237042065
2022_1103_1181,0.057773640537912604
2022_1103_1403,0.04752163402783533
2022_1103_1116,0.05784555744981943
2022_1103_1163,0.06395742261442433
2022_1103_1104,0.13630378971150703
2022_1103_1277,0.12576288281816697
2022_1103_1129,0.0974863392046606
2022_1103_1272,0.1003276140553639
2022_1103_1172,0.14620693989209604
2022_1103_1353,0.21462680350691218
2022_1103_1323,0.18570736878188168
2022_1103_1308,0.21730963094035244
2022_1103_1436,0.2828845191105143
2022_1103_1286,0.5501682771185292
2022_1103_1168,0.5064353218346852
2022_1103_1209,0.5504950223407612
2022_1389_1417,0.04563533000971646
2022_1389_1400,0.11337761009435539
2022_1389_1439,0.14353745179454644
2022_1389_1461,0.23194983754062565
2022_1389_1463,0.6321800227231985
2022_1389_1458,0.14598944896961338
2022_1389_1425,0.16613824222891627
2022_1389_1411,0.7817170840990614
2022_1389_1394,0.8342916659813995
2022_1389_1437,0.06344815569297528
2022_1389_1397,0.028065665566042258
2022_1389_1395,0.1564943280549741
2022_1389_1412,0.16323216133412347
2022_1389_1460,0.6670210580030497
2022_1389_1403,0.053981098601085846
2022_1389_1436,0.31089372075767746
2022_1313_1345,0.016558899756868695
2022_1313_1417,0.014448957418348821
2022_1313_1388,0.03468164914452895
2022_1313_1400,0.037727432986919766
2022_1313_1314,0.04937509061504727
2022_1313_1362,0.03539590983764018
2022_1313_1439,0.04887266978873118
2022_1313_1461,0.08474554669341065
2022_1313_1463,0.3451031397382996
2022_1313_1389,0.22881911579331468
2022_1313_1458,0.04980157600041878
2022_1313_1344,0.03539590983764018
2022_1313_1425,0.057569871946853195
2022_1313_1361,0.038057337597219444
2022_1313_1350,0.0895768686835704
2022_1313_1355,0.12123357106474418
2022_1313_1411,0.5233544649083907
2022_1313_1394,0.6068615505268178
2022_1313_1437,0.02034835927292142
2022_1313_1397,0.008775682798554073
2022_1313_1326,0.04796903802644291
2022_1313_1371,0.05879986270715833
2022_1313_1395,0.05382131474813783
2022_1313_1412,0.05643433701142104
2022_1313_1460,0.3804891301793547
2022_1313_1403,0.017194129557432436
2022_1313_1353,0.087446498739234
2022_1313_1323,0.07404799695444658
2022_1313_1436,0.12151518436066659
2022_1242_1246,0.6228661201145298
2022_1242_1345,0.6052999398066439
2022_1242_1417,0.571788846762047
2022_1242_1388,0.7659325463944621
2022_1242_1400,0.7812254041030265
2022_1242_1293,0.9056445954111368
2022_1242_1314,0.8254991326046667
2022_1242_1266,0.8508592775348448
2022_1242_1362,0.7696986726618114
2022_1242_1439,0.8239442850490813
2022_1242_1461,0.8939920783433144
2022_1242_1463,0.9795897688673558
2022_1242_1389,0.9643168335865666
2022_1242_1313,0.9889510302967627
2022_1242_1458,0.8267988511973288
2022_1242_1344,0.7696986726618114
2022_1242_1261,0.7077419955740644
2022_1242_1425,0.847647713267899
2022_1242_1361,0.7827681055578467
2022_1242_1274,0.8653189611594279
2022_1242_1350,0.8996118900141215
2022_1242_1355,0.9262820118681552
2022_1242_1411,0.9900994775845097
2022_1242_1394,0.9929375155879011
2022_1242_1437,0.6541960888337016
2022_1242_1397,0.44640067162159414
2022_1242_1326,0.8210812407046694
2022_1242_1371,0.8505238654198766
2022_1242_1395,0.8382100920940709
2022_1242_1260,0.8135619873887641
2022_1242_1276,0.8431868280923065
2022_1242_1412,0.8448994274022418
2022_1242_1255,0.9784510242608279
2022_1242_1460,0.9824373031426064
2022_1242_1403,0.6144101391754203
2022_1242_1277,0.821246766459281
2022_1242_1272,0.7807737373897686
2022_1242_1353,0.8972017531316446
2022_1242_1323,0.8792793124718358
2022_1242_1308,0.8986539178105645
2022_1242_1436,0.9264621270382444
2022_1242_1286,0.9750379902582609
2022_1120_1124,0.4948992306605913
2022_1120_1246,0.5602921735512902
2022_1120_1345,0.541954747427114
2022_1120_1417,0.5074419267578973
2022_1120_1388,0.716283659516198
2022_1120_1400,0.7336924935540892
2022_1120_1293,0.8810273412661015
2022_1120_1314,0.7849374393757218
2022_1120_1266,0.8148704059311623
2022_1120_1362,0.7205571811680586
2022_1120_1439,0.7831161315153481
2022_1120_1231,0.704330508537757
2022_1120_1461,0.8667818873990538
2022_1120_1463,0.9737046046132345
2022_1120_1389,0.9542335608570257
2022_1120_1313,0.9857257954288972
2022_1120_1242,0.44984594888275437
2022_1120_1458,0.7864611200068201
2022_1120_1344,0.7205571811680586
2022_1120_1234,0.49188065367085543
2022_1120_1261,0.6513683036434957
2022_1120_1425,0.8110559583785109
2022_1120_1361,0.7354568750616034
2022_1120_1166,0.788670146081168
2022_1120_1274,0.8321309244793382
2022_1120_1235,0.7899875096207067
2022_1120_1350,0.8736403092659647
2022_1120_1355,0.9064931221002557
2022_1120_1159,0.9559882332420863
2022_1120_1240,0.9528295666542853
2022_1120_1411,0.9872051414823687
2022_1120_1394,0.9908652017797165
2022_1120_1437,0.5934272639661757
2022_1120_1397,0.3835262391244578
2022_1120_1228,0.6685941103576774
2022_1120_1222,0.38508832400372056
2022_1120_1161,0.7443496575840775
2022_1120_1326,0.779766602848369
2022_1120_1371,0.8144717044507589
2022_1120_1395,0.7998867502921062
2022_1120_1260,0.7709953201324541
2022_1120_1276,0.8057691678875779
2022_1120_1412,0.8077972650555348
2022_1120_1151,0.9285527934563169
2022_1120_1255,0.9722468126507193
2022_1120_1174,0.9696410263775399
2022_1120_1460,0.9773542266819221
2022_1120_1136,0.9824726030471534
2022_1120_1211,0.29620520299268804
2022_1120_1181,0.6017289729281896
2022_1120_1403,0.551443557816137
2022_1120_1163,0.6273684621606456
2022_1120_1277,0.7799601075824124
2022_1120_1129,0.7268930213598219
2022_1120_1272,0.7331762106178218
2022_1120_1172,0.8084115161045382
2022_1120_1353,0.870696263530005
2022_1120_1323,0.8489307984198257
2022_1120_1308,0.8724696324116784
2022_1120_1436,0.9067167182536322
2022_1120_1286,0.9678833793178047
2022_1120_1168,0.9619525116532478
2022_1120_1209,0.967924397560417
2022_1458_1461,0.6257613691913937
2022_1458_1463,0.904908129683043
2022_1458_1460,0.9172952029090515
2022_1344_1345,0.30183343545195124
2022_1344_1417,0.2734820909419032
2022_1344_1388,0.479837045821505
2022_1344_1400,0.5016603473355128
2022_1344_1362,0.48511194908134114
2022_1344_1439,0.5688405174729638
2022_1344_1461,0.7039132719085957
2022_1344_1463,0.9311773747045278
2022_1344_1389,0.8839685808556302
2022_1344_1458,0.5736912382798092
2022_1344_1425,0.6106604549659101
2022_1344_1361,0.5039226002611741
2022_1344_1350,0.7164132955096812
2022_1344_1355,0.7798429758007628
2022_1344_1411,0.9657440162718928
2022_1344_1394,0.9753901434130695
2022_1344_1437,0.34781782209617157
2022_1344_1397,0.1852153531360407
2022_1344_1371,0.6159836710081273
2022_1344_1395,0.5935811842983945
2022_1344_1412,0.6056261324454664
2022_1344_1460,0.9403680044912432
2022_1344_1403,0.30996307560607494
2022_1344_1353,0.7110177467212325
2022_1344_1436,0.7802960205343402
2022_1234_1246,0.5505020376348086
2022_1234_1345,0.5320972873760276
2022_1234_1417,0.49753035299602416
2022_1234_1388,0.7081576024864015
2022_1234_1400,0.7258742286713299
2022_1234_1293,0.8768082648011403
2022_1234_1314,0.7781687560412895
2022_1234_1266,0.8088143442717165
2022_1234_1362,0.7125043963094493
2022_1234_1439,0.7763064618222103
2022_1234_1461,0.8621366812280161
2022_1234_1463,0.9726701513148973
2022_1234_1389,0.9524705123664866
2022_1234_1313,0.98515704337527
2022_1234_1242,0.4400542923440419
2022_1234_1458,0.7797269342558845
2022_1234_1344,0.7125043963094493
2022_1234_1261,0.6423114340040248
2022_1234_1425,0.8049049911114705
2022_1234_1361,0.7276711825063149
2022_1234_1274,0.8265192911261994
2022_1234_1235,0.7833338950662028
2022_1234_1350,0.8691981620409388
2022_1234_1355,0.9030777792461369
2022_1234_1240,0.9510152089092307
2022_1234_1411,0.9866945379598338
2022_1234_1394,0.990499254345849
2022_1234_1437,0.5838268945614464
2022_1234_1397,0.3741962817696575
2022_1234_1326,0.7728822659554452
2022_1234_1371,0.8084056668428489
2022_1234_1395,0.7934647682466485
2022_1234_1260,0.7639198105298036
2022_1234_1276,0.799488641231854
2022_1234_1412,0.8015661677106356
2022_1234_1255,0.9711567090435792
2022_1234_1460,0.9764598774193872
2022_1234_1403,0.5416175874212115
2022_1234_1277,0.7730800592406215
2022_1234_1272,0.7253484625963497
2022_1234_1353,0.8661664738384593
2022_1234_1323,0.8437753273917723
2022_1234_1308,0.8679925488209604
2022_1234_1436,0.9033086711386923
2022_1234_1286,0.9666277694952494
2022_1261_1345,0.37272494726455113
2022_1261_1417,0.3409667550273247
2022_1261_1388,0.5590586260880673
2022_1261_1400,0.5804642345087186
2022_1261_1293,0.7880875625603515
2022_1261_1314,0.6470086582936864
2022_1261_1266,0.6885210420831974
2022_1261_1362,0.5642596996069591
2022_1261_1439,0.6445482235663683
2022_1261_1461,0.7656735612012553
2022_1261_1463,0.948969599820505
2022_1261_1389,0.9128227647974912
2022_1261_1313,0.9719731521275217
2022_1261_1458,0.6490726561590379
2022_1261_1344,0.5642596996069591
2022_1261_1425,0.6831156410263667
2022_1261_1361,0.5826663536287406
2022_1261_1274,0.7134187614343963
2022_1261_1350,0.776394479493468
2022_1261_1355,0.8295992224921541
2022_1261_1411,0.9748414132024603
2022_1261_1394,0.9819736251595513
2022_1261_1437,0.4229665596569163
2022_1261_1397,0.23805608961336622
2022_1261_1326,0.6400423271665309
2022_1261_1371,0.6879544318887142
2022_1261_1395,0.6674840784848325
2022_1261_1276,0.6756804791323869
2022_1261_1412,0.6785249870342689
2022_1261_1460,0.9558967748894274
2022_1261_1403,0.3817200324880973
2022_1261_1277,0.6403019675833719
2022_1261_1272,0.5798210153956916
2022_1261_1353,0.77177659101379
2022_1261_1323,0.7383636220437826
2022_1261_1308,0.7745553465002005
2022_1261_1436,0.8299722013945401
2022_1261_1286,0.9380211339798505
2022_1425_1439,0.44373836707966025
2022_1425_1461,0.5897367112981801
2022_1425_1463,0.8910771864000895
2022_1425_1458,0.4486323199559386
2022_1425_1437,0.2438344590256052
2022_1425_1460,0.9050769449820223
2022_1425_1436,0.682279338912051
2022_1361_1417,0.25897117624722027
2022_1361_1388,0.4613295472235074
2022_1361_1400,0.4830928615284951
2022_1361_1362,0.466583493567554
2022_1361_1439,0.5505334538080692
2022_1361_1461,0.688197735277429
2022_1361_1463,0.9262608122427292
2022_1361_1389,0.8761281438339862
2022_1361_1458,0.5554291693510701
2022_1361_1425,0.5928581456105124
2022_1361_1411,0.9631992399792179
2022_1361_1394,0.9735423179288933
2022_1361_1437,0.33116052526798795
2022_1361_1397,0.17426448001974656
2022_1361_1371,0.5982646362847884
2022_1361_1395,0.5755407527660125
2022_1361_1412,0.5877490317184336
2022_1361_1460,0.9360629225585556
2022_1361_1403,0.29430059637017597
2022_1361_1436,0.767294414700783
2022_1166_1246,0.2442698847868709
2022_1166_1345,0.23084535667508976
2022_1166_1417,0.2071832196426602
2022_1166_1388,0.39039379795114615
2022_1166_1400,0.4113662542853288
2022_1166_1293,0.6525884121230102
2022_1166_1314,0.48073866658724645
2022_1166_1266,0.5275257591108413
2022_1166_1362,0.3954329250507558
2022_1166_1439,0.4780542153734325
2022_1166_1231,0.376659091359151
2022_1166_1461,0.6227039648900288
2022_1166_1463,0.9037805972874743
2022_1166_1389,0.840988154860708
2022_1166_1313,0.9459952556299926
2022_1166_1242,0.17178178612235312
2022_1166_1458,0.48299801499384437
2022_1166_1344,0.3954329250507558
2022_1166_1234,0.19714434351420507
2022_1166_1261,0.3215409199535612
2022_1166_1425,0.5212690629339114
2022_1166_1361,0.41355923471563527
2022_1166_1274,0.5570126886738626
2022_1166_1235,0.4882750484889122
2022_1166_1350,0.6368637621263653
2022_1166_1355,0.7109063282763088
2022_1166_1240,0.8367045973860459
2022_1166_1411,0.9513891265674377
2022_1166_1394,0.9649306555662407
2022_1166_1437,0.2702002705154522
2022_1166_1397,0.13630010507428558
2022_1166_1228,0.33851357985442604
2022_1166_1222,0.1370791526117523
2022_1166_1326,0.4731628751247278
2022_1166_1371,0.5268675322959788
2022_1166_1395,0.5034569867422574
2022_1166_1260,0.460627019835185
2022_1166_1276,0.5127451055238316
2022_1166_1412,0.5159950049199213
2022_1166_1255,0.898848987473344
2022_1166_1174,0.8901305455113152
2022_1166_1460,0.9163009623657902
2022_1166_1211,0.09645991882873926
2022_1166_1181,0.27706160145267394
2022_1166_1403,0.23771399635028137
2022_1166_1277,0.4734438586677409
2022_1166_1272,0.4107269694902799
2022_1166_1172,0.5169841977604088
2022_1166_1353,0.6307348172884482
2022_1166_1323,0.587703815328249
2022_1166_1308,0.634417388277273
2022_1166_1436,0.7114487428494165
2022_1166_1286,0.8843187894666719
2022_1166_1168,0.8651070177288798
2022_1166_1209,0.8844537925673778
2022_1274_1345,0.18485678858334303
2022_1274_1417,0.16489796525159275
2022_1274_1388,0.32609605365190414
2022_1274_1400,0.34557243894972484
2022_1274_1293,0.5866655978367273
2022_1274_1314,0.4116080185204312
2022_1274_1362,0.3307555420843159
2022_1274_1439,0.40900553308192267
2022_1274_1461,0.5549774961738652
2022_1274_1463,0.8765023441090494
2022_1274_1389,0.7998505374022121
2022_1274_1313,0.9297546915100429
2022_1274_1458,0.41380138175328796
2022_1274_1344,0.3307555420843159
2022_1274_1425,0.45137645963601347
2022_1274_1361,0.3476218094200326
2022_1274_1350,0.5699235602116637
2022_1274_1355,0.6501165416767775
2022_1274_1411,0.936662029245643
2022_1274_1394,0.9541081930565696
2022_1274_1437,0.21859974098802298
2022_1274_1397,0.10653775476758896
2022_1274_1326,0.4042734705482159
2022_1274_1371,0.45694076192320027
2022_1274_1395,0.4337885898762703
2022_1274_1276,0.4429379531864033
2022_1274_1412,0.4461505275607721
2022_1274_1460,0.8921486614981096
2022_1274_1403,0.19069632754137023
2022_1274_1277,0.40454495799902923
2022_1274_1353,0.5634392753411775
2022_1274_1323,0.5185521599554394
2022_1274_1308,0.5673325952144839
2022_1274_1436,0.6507169748721472
2022_1274_1286,0.8524240303748608
2022_1235_1246,0.2428290732708066
2022_1235_1345,0.22945968665074984
2022_1235_1417,0.2059015614044721
2022_1235_1388,0.3885342028537011
2022_1235_1400,0.4094738622967848
